899,Spotted Shag
900,Pitt Shag
901,Pallas's Cormorant
902,Brandt's Cormorant
903,Pelagic Cormorant
904,Red-faced Cormorant
905,Neotropic Cormorant
906,Double-crested Cormorant
907,European Shag
908,Black-faced Cormorant
909,Indian Cormorant
910,Little Black Cormorant
911,Australian Pied Cormorant
912,Great Cormorant
913,White-breasted Cormorant
914,Japanese Cormorant
915,Cape Cormorant
916,Socotra Cormorant
917,Rock Shag
918,Guanay Cormorant
919,Imperial Shag
920,South Georgia Shag
921,Antarctic Shag
922,Heard Island Shag
923,Crozet Shag
924,Macquarie Shag
925,Kerguelen Shag
926,New Zealand King Shag
927,Otago Shag
928,Foveaux Shag
929,Chatham Shag
930,Campbell Shag
931,Auckland Shag
932,Bounty Shag
933,Oriental Darter
934,African Darter
935,Australasian Darter
936,Anhinga
937,Turkey Vulture
938,Lesser Yellow-headed Vulture
939,Greater Yellow-headed Vulture
940,Black Vulture
941,King Vulture
942,California Condor
943,Andean Condor
944,Secretarybird
945,Western Osprey
946,Eastern Osprey
947,Black-winged Kite
948,Black-shouldered Kite
949,White-tailed Kite
950,Letter-winged Kite
951,Pearl Kite
952,Scissor-tailed Kite
953,African Harrier-Hawk
954,Madagascan Harrier-Hawk
955,Palm-nut Vulture
956,Bearded Vulture
957,Egyptian Vulture
958,Madagascan Serpent Eagle
959,Grey-headed Kite
960,White-collared Kite
961,Hook-billed Kite
962,Cuban Kite
963,European Honey Buzzard
964,Crested Honey Buzzard
965,Barred Honey Buzzard
966,Philippine Honey Buzzard
967,Swallow-tailed Kite
968,Square-tailed Kite
969,Black-breasted Buzzard
970,African Cuckoo-Hawk
971,Madagascan Cuckoo-Hawk
972,Jerdon's Baza
973,Pacific Baza
974,Black Baza
975,Long-tailed Honey Buzzard
976,Black Honey Buzzard
977,Hooded Vulture
978,White-backed Vulture
979,White-rumped Vulture
980,Indian Vulture
981,Slender-billed Vulture
982,Rüppell's Vulture
983,Himalayan Vulture
984,Griffon Vulture
985,Cape Vulture
986,Red-headed Vulture
987,White-headed Vulture
988,Cinereous Vulture
989,Lappet-faced Vulture
990,Crested Serpent Eagle
991,Great Nicobar Serpent Eagle
992,Mountain Serpent Eagle
993,Sulawesi Serpent Eagle
994,Philippine Serpent Eagle
995,Andaman Serpent Eagle
996,Philippine Eagle
997,Short-toed Snake Eagle
998,Beaudouin's Snake Eagle
999,Black-chested Snake Eagle
1000,Brown Snake Eagle
1001,Southern Banded Snake Eagle
1002,Western Banded Snake Eagle
1003,Congo Serpent Eagle
1004,Bateleur
1005,Bat Hawk
1006,Papuan Eagle
1007,Crested Eagle
1008,Harpy Eagle
1009,Changeable Hawk-Eagle
1010,Flores Hawk-Eagle
1011,Mountain Hawk-Eagle
1012,Legge's Hawk-Eagle
1013,Blyth's Hawk-Eagle
1014,Javan Hawk-Eagle
1015,Sulawesi Hawk-Eagle
1016,Philippine Hawk-Eagle
1017,Pinsker's Hawk-Eagle
1018,Wallace's Hawk-Eagle
1019,Black Hawk-Eagle
1020,Black-and-white Hawk-Eagle
1021,Ornate Hawk-Eagle
1022,Black-and-chestnut Eagle
1023,Crowned Eagle
1024,Rufous-bellied Eagle
1025,Martial Eagle
1026,Long-crested Eagle
1027,Black Eagle
1028,Lesser Spotted Eagle
1029,Indian Spotted Eagle
1030,Greater Spotted Eagle
1031,Wahlberg's Eagle
1032,Booted Eagle
1033,Little Eagle
1034,Pygmy Eagle
1035,Ayres's Hawk-Eagle
1036,Tawny Eagle
1037,Steppe Eagle
1038,Spanish Imperial Eagle
1039,Eastern Imperial Eagle
1040,Gurney's Eagle
1041,Golden Eagle
1042,Wedge-tailed Eagle
1043,Verreaux's Eagle
1044,Cassin's Hawk-Eagle
1045,Bonelli's Eagle
1046,African Hawk-Eagle
1047,Double-toothed Kite
1048,Rufous-thighed Kite
1049,Lizard Buzzard
1050,Gabar Goshawk
1051,Dark Chanting Goshawk
1052,Eastern Chanting Goshawk
1053,Pale Chanting Goshawk
1054,Long-tailed Hawk
1055,Chestnut-shouldered Goshawk
1056,Red Goshawk
1057,Doria's Goshawk
1058,Tiny Hawk
1059,Semicollared Hawk
1060,Crested Goshawk
1061,Sulawesi Goshawk
1062,Grey-bellied Hawk
1063,Red-chested Goshawk
1064,African Goshawk
1065,Chestnut-flanked Sparrowhawk
1066,Shikra
1067,Nicobar Sparrowhawk
1068,Levant Sparrowhawk
1069,Chinese Sparrowhawk
1070,Frances's Sparrowhawk
1071,Spot-tailed Sparrowhawk
1072,Grey Goshawk
1073,Variable Goshawk
1074,Brown Goshawk
1075,Black-mantled Goshawk
1076,Pied Goshawk
1077,White-bellied Goshawk
1078,Fiji Goshawk
1079,Moluccan Goshawk
1080,Slaty-mantled Goshawk
1081,Imitator Goshawk
1082,Grey-headed Goshawk
1083,New Britain Goshawk
1084,Red-thighed Sparrowhawk
1085,Little Sparrowhawk
1086,Japanese Sparrowhawk
1087,Besra
1088,Dwarf Sparrowhawk
1089,Rufous-necked Sparrowhawk
1090,Collared Sparrowhawk
1091,New Britain Sparrowhawk
1092,Vinous-breasted Sparrowhawk
1093,Madagascan Sparrowhawk
1094,Ovambo Sparrowhawk
1095,Eurasian Sparrowhawk
1096,Rufous-breasted Sparrowhawk
1097,Sharp-shinned Hawk
1098,White-breasted Hawk
1099,Plain-breasted Hawk
1100,Rufous-thighed Hawk
1101,Cooper's Hawk
1102,Gundlach's Hawk
1103,Bicolored Hawk
1104,Chilean Hawk
1105,Black Sparrowhawk
1106,Henst's Goshawk
1107,Northern Goshawk
1108,Meyer's Goshawk
1109,Western Marsh Harrier
1110,Eastern Marsh Harrier
1111,Papuan Harrier
1112,Swamp Harrier
1113,African Marsh Harrier
1114,Reunion Harrier
1115,Malagasy Harrier
1116,Long-winged Harrier
1117,Spotted Harrier
1118,Black Harrier
1119,Hen Harrier
1120,Northern Harrier
1121,Cinereous Harrier
1122,Pallid Harrier
1123,Pied Harrier
1124,Montagu's Harrier
1125,Red Kite
1126,Black Kite
1127,Yellow-billed Kite
1128,Whistling Kite
1129,Brahminy Kite
1130,White-bellied Sea Eagle
1131,Sanford's Sea Eagle
1132,African Fish Eagle
1133,Madagascan Fish Eagle
1134,Pallas's Fish Eagle
1135,White-tailed Eagle
1136,Bald Eagle
1137,Steller's Sea Eagle
1138,Lesser Fish Eagle
1139,Grey-headed Fish Eagle
1140,Grasshopper Buzzard
1141,White-eyed Buzzard
1142,Rufous-winged Buzzard
1143,Grey-faced Buzzard
